,geometry,FID,COUNTY,Company,Address,City,State,Zip,MASTERTYPE,Type,Subtype,Latitude,Longitude,Emplycode,EmplyAvg,TYPE
477,POINT (-117.5398279 34.0143232),445,Riverside,Costco Depot,11600 Riverside Dr, Mira Loma,CA,91752,misc,distributor,misc,34.0143232,-117.5398279,0.0,0.0,PROC
478,POINT (-116.2022463 33.7180904),174,Riverside,Pepsi Co,83801 Citrus Ave, Indio,CA,92201,beverage,distribution,beverage,33.7180904,-116.2022463,0.0,0.0,PROC
479,POINT (-116.9560497 33.9289179),116,Riverside,Interstate Brands Corp Hostess,1493 E 6th St, Beaumont,CA,92223,bakery,bakery,bread,33.9289179,-116.9560497,0.0,0.0,PROC
480,POINT (-117.1586881 33.5281219),355,Riverside,Kalifornia Distilleries Inc,40880 County Center Dr, Temecula,CA,92591,distillery,distillery,distillers grain,33.5281219,-117.1586881,0.0,0.0,PROC
481,POINT (-121.553829 38.316277),411,Sacramento,seneca foods corp,1010 Twin Cities Rd, Courtland,CA,95615,freshfrozen,distributor,apricots peaches pears,38.316277,-121.553829,0.0,0.0,PROC
482,POINT (-121.1559303 38.67213722),544,Sacramento,Adams Meat Shop,850 E Bidwell St, Folsom,CA,95630,redmeat,processor,meat,38.67213722,-121.1559303,0.0,0.0,PROC
483,POINT (-121.2874506 38.58650459),624,Sacramento,Agrocal Corp,3100 Zinfandel Rd., Rancho Cordova,CA,95670,walnut,processor,walnut,38.58650459,-121.2874506,0.0,0.0,PROC
484,POINT (-121.5122275 38.22718584),245,Sacramento,Del Monte,14531 Walnut Grove Thornton Rd, Walnut Grove,CA,95690,cannery,cannery,fruit vegetable,38.22718584,-121.5122275,0.0,0.0,PROC
485,POINT (-121.262869 38.59833886),321,Sacramento,Gold River Distillery,11460 Sunrise Gold Cir c, Rancho Cordova,CA,95742,distillery,distillery,distillers grain,38.59833886,-121.262869,0.0,0.0,PROC
486,POINT (-121.4906557 38.57867946),203,Sacramento,AnheuserBusch LLC LA or Solano,1201 K St 730, Sacramento,CA,95814,brewery,brewery,grains,38.57867946,-121.4906557,0.0,0.0,PROC
487,POINT (-121.4264774 38.5550898),493,Sacramento,Reeds Gormet Meat Co,1210 66th St, Sacramento,CA,95819,redmeat,processor,meat,38.5550898,-121.4264774,0.0,0.0,PROC
488,POINT (-121.4850377 38.6547978),414,Sacramento,Odwalla Juices,826 National Dr  200, Sacramento,CA,95834,freshfrozen,misc,fruit vegetable,38.6547978,-121.4850377,0.0,0.0,PROC
489,POINT (-121.4007099 36.8468842),222,San Benito,the neil jones food  company,110 Hawkins St, Hollister,CA,95023,cannery,cannery,tomato,36.8468842,-121.4007099,0.0,0.0,PROC
490,POINT (-121.4179102 36.8581025),595,San Benito,Gibson Farms,1190 Buena Vista Road, Hollister,CA,95023,walnut,shelling,walnut,36.8581025,-121.4179102,0.0,0.0,PROC
491,POINT (-121.3802106 36.9359615),628,San Benito,Lomanto Nut Shelling,411 Orchard Road, Hollister,CA,95023,walnut,shelling,walnut,36.9359615,-121.3802106,0.0,0.0,PROC
492,POINT (-117.6455596 33.9552768),541,San Bernardino,Lizze Custom Processing,7310 Pine Ave, Chino,CA,91708,redmeat,distribution,meat,33.9552768,-117.6455596,0.0,0.0,PROC
493,POINT (-117.6977825 33.99316408),179,San Bernardino,Coca Cola,14326 Monte Vista Ave, Chino,CA,91710,beverage,manufacturer,beverage,33.99316408,-117.6977825,0.0,0.0,PROC
494,POINT (-117.5729792 34.0854818),184,San Bernardino,Coca Cola bottling,10670 6th St, Rancho Cucamonga,CA,91730,beverage,distribution,beverage,34.0854818,-117.5729792,0.0,0.0,PROC
495,POINT (-117.5914941 34.0354505),180,San Bernardino,Pepsi Cola Sales  Distribution,2095 S Archibald Ave, Ontario,CA,91761,beverage,distribution,beverage,34.0354505,-117.5914941,0.0,0.0,PROC
496,POINT (-117.6475942 34.0785508),211,San Bernardino,cc graber co,315 E. Fourth St., Ontario,CA,91764,cannery,cannery,olives,34.0785508,-117.6475942,0.0,0.0,PROC
497,POINT (-117.5106509 34.0427742),653,San Bernardino,CocoCola Fontana Warehouse,13508 Marlay Ave, Fontana,CA,92337,warehouse,warehouse,beverage,34.0427742,-117.5106509,0.0,0.0,PROC
498,POINT (-117.2180892 34.0614199),367,San Bernardino,J Riley Distillery,721 Nevada Street #206B, Redlands,CA,92373,distillery,distillery,distillers grain,34.0614199,-117.2180892,0.0,0.0,PROC
499,POINT (-117.2848921 34.4744485),126,San Bernardino,FritoLay,17365 Jasmine St, Victorville,CA,92395,bakery,distributor,bakery,34.4744485,-117.2848921,0.0,0.0,PROC
500,POINT (-117.3286053 34.1519412),449,San Bernardino,heinz,3392 N Mike Daley Dr, San Bernardino,CA,92407,misc,distributor,misc dairy meat bakery,34.1519412,-117.3286053,0.0,0.0,PROC
501,POINT (-117.2510379 34.087087),655,San Bernardino,Pepsi Co,1650 E Central Ave, San Bernardino,CA,92408,warehouse,warehouse,beverage,34.087087,-117.2510379,0.0,0.0,PROC
502,POINT (-117.0589417 32.59464466),527,San Diego,Heartland Meat Co,3461 Main St, Chula Vista,CA,91911,redmeat,processor,meat,32.59464466,-117.0589417,0.0,0.0,PROC
503,POINT (-116.9691008 32.7301892),343,San Diego,Liberty Call Distilling LLC,2739 Via Orange Way Suite 110, Spring Valley,CA,91978,distillery,distillery,distillers grain,32.7301892,-116.9691008,0.0,0.0,PROC
504,POINT (-116.9690568 32.72948387),344,San Diego,San Diego Distillery,2766 Via Orange Way h, Spring Valley,CA,91978,distillery,distillery,distillers grain,32.72948387,-116.9690568,0.0,0.0,PROC
505,POINT (-116.9659218 32.7268082),514,San Diego,Seaport Meat Co,2533 Folex Way, Spring Valley,CA,91978,redmeat,distribution,meat,32.7268082,-116.9659218,0.0,0.0,PROC
506,POINT (-117.2901123 33.2143415),498,San Diego,Olli Salumeria,1301 Rocky Point Dr,Oceanside,CA,92056,redmeat,processor,meat,33.2143415,-117.2901123,0.0,0.0,PROC
507,POINT (-116.9581957 32.8464737),319,San Diego,BNS Brewing and Distilling Co,10960 Wheatlands Ave, Santee,CA,92071,distillery,distillery,distillers grain,32.8464737,-116.9581957,0.0,0.0,PROC
508,POINT (-116.9647291 32.83407271),373,San Diego,Copper Collar Distillery,8733 Magnolia Ave Ste. 126, Santee,CA,92071,distillery,distillery,distillers grain,32.83407271,-116.9647291,0.0,0.0,PROC
509,POINT (-117.1544233 33.1375818),351,San Diego,California Spitirs Co,382 Enterprise St Ste 104, San Marcos,CA,92078,distillery,distillery,distillers grain,33.1375818,-117.1544233,0.0,0.0,PROC
510,POINT (-117.1504492 32.71253615),330,San Diego,You  Yours Distilling Co,1495 G St, San Diego,CA,92101,distillery,distillery,distillers grain,32.71253615,-117.1504492,0.0,0.0,PROC
511,POINT (-117.1486342 32.70804257),341,San Diego,Old Harbor Distilling Co,270 17th St, San Diego,CA,92101,distillery,distillery,distillers grain,32.70804257,-117.1486342,0.0,0.0,PROC
512,POINT (-117.095765 32.7200574),170,San Diego,Coca Cola,1348 47th St, San Diego,CA,92102,beverage,manufacturer,beverage,32.7200574,-117.095765,0.0,0.0,PROC
513,POINT (-117.1494531 32.7481484),329,San Diego,FruitCraft  Fermentery  Distillery,1477 University Ave, San Diego,CA,92103,distillery,distillery,distillers grain,32.7481484,-117.1494531,0.0,0.0,PROC
514,POINT (-117.1515777 32.819234),171,San Diego,Pepsi Co Bottling Group,7995 Armour St, San Diego,CA,92111,beverage,manufacturer,beverage,32.819234,-117.1515777,0.0,0.0,PROC
515,POINT (-117.1667811 32.8834939),372,San Diego,Malahat Spirits,8706 Production Ave, San Diego,CA,92121,distillery,distillery,distillers grain,32.8834939,-117.1667811,0.0,0.0,PROC
516,POINT (-117.1636825 32.8845622),377,San Diego,Cutwater Spirits,9750 Distribution Ave, San Diego,CA,92121,distillery,distillery,distillers grain,32.8845622,-117.1636825,0.0,0.0,PROC
517,POINT (-117.1374801 32.89589731),207,San Diego,Setting Sun Sake Brewing Co,8680 Miralani Dr #120, San Diego,CA,92126,brewery,brewery,distillers grain,32.89589731,-117.1374801,0.0,0.0,PROC
518,POINT (-117.1132075 32.89886697),206,San Diego,Ballast Point Brewing,10051 Old Grove Rd, San Diego,CA,92131,brewery,brewery distillery,distillers grain,32.89886697,-117.1132075,0.0,0.0,PROC
519,POINT (-116.9799426 32.55250092),515,San Diego,Jensen Meat Co,2550 Britannia Blvd #101, San Diego,CA,92154,redmeat,distributer,meat,32.55250092,-116.9799426,0.0,0.0,PROC
520,POINT (-122.396965 37.79801),236,San Francisco,Del Monte,1 Maritime Plaza, San Francisco,CA,94111,cannery,cannery,fruit vegetable,37.79801,-122.396965,0.0,0.0,PROC
521,POINT (-122.3931041 37.7227739),328,San Francisco,Seven Stills Brewery  Distillery,1439 Egbert Ave, San Francisco,CA,94124,distillery,distillery,distillers grain,37.7227739,-122.3931041,0.0,0.0,PROC
522,POINT (-122.4009519 37.7631195),331,San Francisco,Anchor Brewers  Distillers,1705 Mariposa St, San Francisco,CA,94107,distillery,distillery,distillers grain,37.7631195,-122.4009519,0.0,0.0,PROC
523,POINT (-122.394191 37.768342),379,San Francisco,Distillery No 209,Pier 50 Shed B, San Francisco,CA,94158,distillery,distillery,distillers grain,37.768342,-122.394191,0.0,0.0,PROC
524,POINT (-121.224519 37.958243),648,San Joaquin,Cal Ranch Inc,Cherokee Business Park,Stockton,CA,95205,walnut,shelling,walnut,37.958243,-121.224519,0.0,0.0,PROC
525,POINT (-121.2545074 37.91029296),34,San Joaquin,"Pearl Crop, Inc.",1550 Industrial Dr.,Stockton,CA,95206,almond,shelling,almond,37.91029296,-121.2545074,0.0,0.0,PROC
526,POINT (-121.348721 38.025675),51,San Joaquin,D.V. Enterprises & Co.,20282 Road 21,Madera,CA,95209,almond,shelling,almond,38.025675,-121.348721,0.0,0.0,PROC
527,POINT (-121.2454603 37.97592414),285,San Joaquin,Humboldt Creamery,1270 N Shaw Rd, Stockton,CA,95215,dairy,dairy,dairy,37.97592414,-121.2454603,0.0,0.0,PROC
528,POINT (-121.1673927 38.03711685),596,San Joaquin,Avanti Nut Co,12022 E. Comstock Rd., Stockton,CA,95215,walnut,shelling,walnut,38.03711685,-121.1673927,0.0,0.0,PROC
529,POINT (-121.2317151 37.98561157),613,San Joaquin,OG Nut Company,2097 Beyer Lane, Stockton,CA,95215,walnut,shelling,walnut,37.98561157,-121.2317151,0.0,0.0,PROC
530,POINT (-121.1671009 38.01221197),629,San Joaquin,Beecher Lane Walnut,4302 N. Beecher Lane, Stockton,CA,95215,walnut,shelling,walnut,38.01221197,-121.1671009,0.0,0.0,PROC
531,POINT (-121.1486831 37.97299649),632,San Joaquin,Morada Nut Company,500 N. Jack Tone Road, Stockon,CA,95215,walnut,processor,walnut,37.97299649,-121.1486831,0.0,0.0,PROC
532,POINT (-121.2190983 38.00180217),638,San Joaquin,Star Nut Co,6677 E. Hardaway Rd.,Stockton,CA,95215,walnut,processor,walnut,38.00180217,-121.2190983,0.0,0.0,PROC
533,POINT (-121.2434059 38.17719153),670,San Joaquin,E  J Gallo Winery,21280 N Kennefick Rd, Acampo,CA,95220,winery,winery,grape,38.17719153,-121.2434059,0.0,0.0,PROC
534,POINT (-121.1396502 38.03769082),599,San Joaquin,Anderson Barngrover Ranch Co Inc,14290 E Comstock Rd,Linden,CA,95236,walnut,shelling,walnut,38.03769082,-121.1396502,0.0,0.0,PROC
535,POINT (-121.1074218 38.03376391),607,San Joaquin,Ferrari Farms Inc,17071 E. Baker Road, Linden,CA,95236,walnut,shelling,walnut,38.03376391,-121.1074218,0.0,0.0,PROC
536,POINT (-121.0284126 38.04658644),641,San Joaquin,Podesta Packing,8000 N. Podesta Ln., Linden,CA,95236,walnut,shelling,walnut,38.04658644,-121.0284126,0.0,0.0,PROC
537,POINT (-121.2697323 38.12534472),243,San Joaquin,pacific coast producers,741 S Stockton St, Lodi,CA,95240,cannery,cannery,fruit tomato,38.12534472,-121.2697323,0.0,0.0,PROC
538,POINT (-121.2526761 38.14164931),244,San Joaquin,pacific coast producers,631 N Cluff Ave, Lodi,CA,95240,cannery,cannery,fruit tomato,38.14164931,-121.2526761,0.0,0.0,PROC
539,POINT (-121.3978622 37.66374641),71,San Joaquin,"Crown Nut Company, Inc.",31995 S. Chrisman Rd.,Tracy,CA,95304,almond,shelling,almond,37.66374641,-121.3978622,0.0,0.0,PROC
540,POINT (-120.9985613 37.7787799),49,San Joaquin,"Naraghi Farms, LLC",20001 McHenry Ave,Escalon,CA,95320,almond,shelling,almond,37.7787799,-120.9985613,0.0,0.0,PROC
541,POINT (-120.9812755 37.77484718),61,San Joaquin,Roche Brothers International Family Nut Co.,26639 Jones Rd,Escalon,CA,95320,almond,shelling,almond,37.77484718,-120.9812755,0.0,0.0,PROC
542,POINT (-120.977692 37.79405657),62,San Joaquin,Paddack Hulling & Shelling,27052 East Highway 120,Escalon,CA,95320,almond,shelling,almond,37.79405657,-120.977692,0.0,0.0,PROC
543,POINT (-120.9929974 37.79475777),608,San Joaquin,The DeRuosi Group,1760 Main Street, Escalon,CA,95320,walnut,shelling,walnut,37.79475777,-120.9929974,0.0,0.0,PROC
544,POINT (-120.932384 37.79460135),609,San Joaquin,GoldRiver Orchards,18400 S. Enterprise Road, Escalon,CA,95320,walnut,shelling,walnut,37.79460135,-120.932384,0.0,0.0,PROC
545,POINT (-121.2952586 37.79655395),235,San Joaquin,Del Monte,2 Nestle Way, Lathrop,CA,95330,cannery,cannery,fruit vegetable,37.79655395,-121.2952586,0.0,0.0,PROC
546,POINT (-121.273151 37.82490921),549,San Joaquin,california natural products,1250 W Lathrop Rd, Lathrop,CA,95330,rice,misc,rice,37.82490921,-121.273151,0.0,0.0,PROC
547,POINT (-121.152572 37.77926584),16,San Joaquin,"Travaille & Phippen, Inc.",12700 East Graves Road,Manteca,CA,95336,almond,shelling,almond,37.77926584,-121.152572,0.0,0.0,PROC
548,POINT (-121.1967487 37.79212872),540,San Joaquin,Cargill Food Distribution,730 Spreckels Ave, Manteca,CA,95336,redmeat,processor,meat,37.79212872,-121.1967487,0.0,0.0,PROC
549,POINT (-121.186992 37.72491805),646,San Joaquin,River Oak Orchards,9839 Hutchinson Road, Manteca,CA,95337,walnut,shelling,walnut,37.72491805,-121.186992,0.0,0.0,PROC
550,POINT (-121.13358 37.75599114),602,San Joaquin,almond ace packing inc,1555 Warren Road, Ripon,CA,95366,walnut,processor,walnut,37.75599114,-121.13358,0.0,0.0,PROC
551,POINT (-121.4111349 37.74493535),195,San Joaquin,Pepsi Co,1565 N MacArthur Dr  500, Tracy,CA,95376,beverage,distributor,beverage,37.74493535,-121.4111349,0.0,0.0,PROC
552,POINT (-121.5296589 37.71239011),234,San Joaquin,Musco Olive Products Inc,17950 Via Nicolo Rd, Tracy,CA,95377,cannery,cannery,olive,37.71239011,-121.5296589,0.0,0.0,PROC
553,POINT (-121.5180313 37.71646043),461,San Joaquin,Safeway Distribution,16900 W Schulte Rd, Tracy,CA,95377,misc,distributor,misc,37.71646043,-121.5180313,0.0,0.0,PROC
554,POINT (-121.453328 37.718503),462,San Joaquin,Costco Depot,25862 S Schulte Ct, Tracy,CA,95377,misc,distributor,misc,37.718503,-121.453328,0.0,0.0,PROC
555,POINT (-121.530779 37.72183976),483,San Joaquin,Costco Meat Factory,17880 W Schulte Rd, Tracy,CA,95377,poultrymeat,poultry,poultry,37.72183976,-121.530779,0.0,0.0,PROC
556,POINT (-120.691676 35.637137),334,San Luis Obispo,KroBar Distillery,2174 CA-46, Paso Robles,CA,93446,distillery,distillery,distillers grain,35.637137,-120.691676,0.0,0.0,PROC
557,POINT (-120.7413844 35.6509832),342,San Luis Obispo,Villicana Winery refind Distillery,2725 Adelaida Rd, Paso Robles,CA,93446,distillery,distillery,distillers grain,35.6509832,-120.7413844,0.0,0.0,PROC
558,POINT (-120.691676 35.637137),345,San Luis Obispo,Wine Shine,3064 Limestone Way, Paso Robles,CA,93446,distillery,distillery,distillers grain,35.637137,-120.691676,0.0,0.0,PROC
559,POINT (-120.6891569 35.6479794),349,San Luis Obispo,Azeo Distillery,3230 Riverside Ave, Paso Robles,CA,93446,distillery,distillery,distillers grain,35.6479794,-120.6891569,0.0,0.0,PROC
560,POINT (-120.691676 35.637137),526,San Luis Obispo,J and R natural meat and sausage,3450 Riverside Ave, Paso Robles,CA,93446,redmeat,processor,meat,35.637137,-120.691676,0.0,0.0,PROC
561,POINT (-120.691676 35.637137),675,San Luis Obispo,Grey Wolf Cellars,2174 CA-46, Paso Robles,CA,93446,winery,winery,pomace,35.637137,-120.691676,0.0,0.0,PROC
562,POINT (-120.7524876 35.566737),677,San Luis Obispo,Red Soles Winery,3230 Oakdale Rd, Paso Robles,CA,93446,winery,winery,pomace,35.566737,-120.7524876,0.0,0.0,PROC
563,POINT (-120.7198738 35.57716454),672,San Luis Obispo,Bethel Rd Distillery,1266 N Bethel Rd, Templeton,CA,93465,winery,winery,pomace,35.57716454,-120.7198738,0.0,0.0,PROC
564,POINT (-120.7417822 35.56211492),681,San Luis Obispo,Pasoport Wine Company,95 Booker Rd, Templeton,CA,93465,winery,winery,pomace,35.56211492,-120.7417822,0.0,0.0,PROC
565,POINT (-122.404349 37.65623955),322,San Mateo,Old World Spirits LLC,121 Industrial Way #4, Belmont,CA,94002,distillery,distillery,distillers grain,37.65623955,-122.404349,0.0,0.0,PROC
566,POINT (-122.417338 37.68829677),489,San Mateo,Del Monte meat co,145 S Hill Dr, Brisbane,CA,94005,redmeat,meat,meat misc,37.68829677,-122.417338,0.0,0.0,PROC
567,POINT (-122.4938471 37.50329323),315,San Mateo,Half Moon Bay Distillery,103 Harvard Ave #4, Half Moon Bay,CA,94019,distillery,distillery,distillers grain,37.50329323,-122.4938471,0.0,0.0,PROC
568,POINT (-122.4268109 37.46602415),409,San Mateo,Odwalla Juices,120 Stone Pine Rd, Half Moon Bay,CA,94019,freshfrozen,misc,fruit vegetable,37.46602415,-122.4268109,0.0,0.0,PROC
569,POINT (-122.4924732 37.64221587),320,San Mateo,The Tripp Distillery LLC,1121 Palmetto Ave, Pacifica,CA,94044,distillery,distillery,distillers grain,37.64221587,-122.4924732,0.0,0.0,PROC
570,POINT (-122.4900618 37.62975554),573,San Mateo,Stuckeys Sustainable,2500 Francisco Blvd, Pacifica,CA,94044,seafood,processor,seafood,37.62975554,-122.4900618,0.0,0.0,PROC
571,POINT (-119.690211 34.41473229),327,Santa Barbara,Cutlers Artisan Spirits,137 Anacapa St, Santa Barbara,CA,93101,distillery,distillery,distillers grain,34.41473229,-119.690211,0.0,0.0,PROC
572,POINT (-120.1997242 34.6145049),333,Santa Barbara,Brothers Spirits,201 Industrial Way, Buellton,CA,93427,distillery,distillery,distillers grain,34.6145049,-120.1997242,0.0,0.0,PROC
573,POINT (-119.664181 34.942355),387,Santa Barbara,Grimmway Farm,CA 166, New Cuyama,CA,93254,freshfrozen,farm,misc carrot,34.942355,-119.664181,0.0,0.0,PROC
574,POINT (-121.5217112 37.0091943),226,Santa Clara,Del Monte farm,6580 Furlong Ave, Gilroy,CA,95020,cannery,cannery,fruit vegetable,37.0091943,-121.5217112,0.0,0.0,PROC
575,POINT (-121.5422937 36.9987728),658,Santa Clara,Pepsi Co,6300 Cameron Blvd, Gilroy,CA,95020,warehouse,warehouse,beverage,36.9987728,-121.5422937,0.0,0.0,PROC
576,POINT (-121.9053739 37.36822308),191,Santa Clara,Coca Cola bottling,1555 Old Bayshore Hwy, San Jose,CA,95112,beverage,distribution,beverage,37.36822308,-121.9053739,0.0,0.0,PROC
577,POINT (-121.9039297 37.4000277),503,Santa Clara,Jims Wholesale Meats,1471 Atteberry Ln, San Jose,CA,95131,redmeat,distribution,meat,37.4000277,-121.9039297,0.0,0.0,PROC
578,POINT (-122.0492294 36.9561129),358,Santa Cruz,Venus Spirits,427 Swift St A, Santa Cruz,CA,95060,distillery,distillery,distillers grain,36.9561129,-122.0492294,0.0,0.0,PROC
579,POINT (-121.9466462 37.0576869),363,Santa Cruz,Osocalis Distillery,5579 Soquel San Jose Rd, Soquel,CA,95073,distillery,distillery,distillers grain,37.0576869,-121.9466462,0.0,0.0,PROC
580,POINT (-121.782524 36.941261),24,Santa Cruz,Int'l Almond Exchange Inc.,144 Westlake Avenue,Watsonville,CA,95076,almond,shelling,almond,36.941261,-121.782524,0.0,0.0,PROC
581,POINT (-122.3038733 40.5439837),167,Shasta,FritoLay,20196 Charlanne Dr, Redding,CA,96002,bakery,distributor,bakery,40.5439837,-122.3038733,0.0,0.0,PROC
582,POINT (-122.3831895 40.6309891),291,Shasta,Foster Farms Dairy,1555 Tahoe Ct, Redding,CA,96003,dairy,dairy,dairy,40.6309891,-122.3831895,0.0,0.0,PROC
583,POINT (-122.6256 41.729575),169,Siskiyou,FritoLay,1525 Lucas Rd  G, Yreka,CA,96097,bakery,distributor,bakery,41.729575,-122.6256,0.0,0.0,PROC
584,POINT (-122.1219365 38.0778293),198,Solano,Pepsi Co Bottling Group,6261 Caballero Blvd, Buena Park,CA,90620,beverage,manufacturer,beverage,38.0778293,-122.1219365,0.0,0.0,PROC
585,POINT (-121.9827845 38.2737603),157,Solano,FritoLay,2500 Crocker Cir, Fairfield,CA,94533,bakery,distributor,bakery,38.2737603,-121.9827845,0.0,0.0,PROC
586,POINT (-121.9831236 38.27284476),337,Solano,FrankLin Distillers Products Ltd,2455 Huntington Dr, Fairfield,CA,94533,distillery,distillery,distillers grain,38.27284476,-121.9831236,0.0,0.0,PROC
587,POINT (-122.0918977 38.2363656),202,Solano,AnheuserBusch LLC LA or Solano,3101 Busch Dr, Fairfield,CA,94534,brewery,brewery,grains,38.2363656,-122.0918977,0.0,0.0,PROC
588,POINT (-122.0914123 38.2471514),302,Solano,Culinary Farms,2757 Rockville Rd, Fairfield,CA,94534,dehydrator,dehydrator,tomatoes,38.2471514,-122.0914123,0.0,0.0,PROC
589,POINT (-121.8523801 38.4565455),89,Solano,Rotteveel Orchards,6183 Reddick Rd,Dixon,CA,95620,almond,shelling,almond,38.4565455,-121.8523801,0.0,0.0,PROC
590,POINT (-122.7098644 38.3564368),364,Sonoma,Sonoma County Distilling Co,5625 State Farm Dr #18, Rohnert Park,CA,94928,distillery,distillery,distillers grain,38.3564368,-122.7098644,0.0,0.0,PROC
591,POINT (-122.7160988 38.3400728),286,Sonoma,Foster Farms Dairy,441 Houser St, Cotati,CA,94931,dairy,dairy,dairy,38.3400728,-122.7160988,0.0,0.0,PROC
592,POINT (-122.6598573 38.3354764),412,Sonoma,Morning Star Packing Co,2327 Chester Dr, Penngrove,CA,94951,freshfrozen,distributor,tomato,38.3354764,-122.6598573,0.0,0.0,PROC
593,POINT (-122.6629569 38.3209533),543,Sonoma,Buds Custom Meats,7750 Petaluma Hill Rd, Penngrove,CA,94951,redmeat,processor,meat,38.3209533,-122.6629569,0.0,0.0,PROC
594,POINT (-122.6312867 38.23124464),365,Sonoma,Sweetwater Distillers,611 2nd St, Petaluma,CA,94952,distillery,distillery,distillers grain,38.23124464,-122.6312867,0.0,0.0,PROC
595,POINT (-122.6644125 38.2705004),326,Sonoma,Griffo Distillery,1320 Scott St, Petaluma,CA,94954,distillery,distillery,distillers grain,38.2705004,-122.6644125,0.0,0.0,PROC
596,POINT (-122.5918973 38.2338536),484,Sonoma,Petaluma poultry processors,1500 Cader Ln, Petaluma,CA,94954,poultrymeat,poultry,chicken,38.2338536,-122.5918973,0.0,0.0,PROC
597,POINT (-122.8021464 38.4529795),524,Sonoma,Willowside Meats Inc,3421 Guerneville Rd, Santa Rosa,CA,95401,redmeat,processor,meat,38.4529795,-122.8021464,0.0,0.0,PROC
598,POINT (-122.821754 38.4041133),366,Sonoma,Spirit Works Distillery,6790 McKinley St, Sebastopol,CA,95472,distillery,distillery,distillers grain,38.4041133,-122.821754,0.0,0.0,PROC
599,POINT (-122.4573944 38.22770500000001),335,Sonoma,HelloCello Proh Sprits Distillery,23570 Arnold Dr, Sonoma,CA,95476,distillery,distillery,distillers grain,38.227705,-122.4573944,0.0,0.0,PROC
600,POINT (-122.805047 38.5365766),368,Sonoma,Sonoma Brothers Distilling,7759 Bell Rd, Windsor,CA,95492,distillery,distillery,distillers grain,38.5365766,-122.805047,0.0,0.0,PROC
601,POINT (-120.843863 37.486441),4,Stanislaus,Tree Nuts LLC, , ,CA,0,almond,shelling,almond,37.486441,-120.843863,0.0,0.0,PROC
602,POINT (-121.0308718 37.47584431),382,Stanislaus,Darling International Inc,11946 S Carpenter Rd, Crows Landing,CA,95313,fog,meat,fog,37.47584431,-121.0308718,0.0,0.0,PROC
603,POINT (-120.7019525 37.53948048),5,Stanislaus,Roy Johnson Farms Inc,4618 N Montpelier Rd, Denair,CA,95316,almond,shelling,almond,37.53948048,-120.7019525,0.0,0.0,PROC
604,POINT (-120.7135727 37.51818576),12,Stanislaus,"JD Almond Farms, Inc.",11900 E Monte Vista Ave,Denair,CA,95316,almond,shelling,almond,37.51818576,-120.7135727,0.0,0.0,PROC
605,POINT (-120.7116344 37.53240205),85,Stanislaus,Monte Vista Farming Company,5043 N Montpelier Rd,Denair,CA,95316,almond,shelling,almond,37.53240205,-120.7116344,0.0,0.0,PROC
606,POINT (-120.801093 37.56264552),86,Stanislaus,California Nut Company,5166 S. Sperry Rd.,Denair,CA,95316,almond,shelling,almond,37.56264552,-120.801093,0.0,0.0,PROC
607,POINT (-120.9388213 37.63807752),42,Stanislaus,Quality Nut Company,17495 Seidner Rd,Escalon,CA,95320,almond,shelling,almond,37.63807752,-120.9388213,0.0,0.0,PROC
608,POINT (-120.734378 37.622821),18,Stanislaus,Grizzly Nut LLC,1329 Hazeldean Rd.,Hickman,CA,95323,almond,shelling,almond,37.622821,-120.734378,0.0,0.0,PROC
609,POINT (-120.7556738 37.59699482),280,Stanislaus,Foster Farms Dairy Crystal,2343 Hickman Rd, Hickman,CA,95323,dairy,dairy,dairy,37.59699482,-120.7556738,0.0,0.0,PROC
610,POINT (-120.7370492 37.60978794),282,Stanislaus,Foster Farms Dairy,1472 Hall Rd, Hickman,CA,95323,dairy,dairy,dairy,37.60978794,-120.7370492,0.0,0.0,PROC
611,POINT (-120.7983547 37.59484315),9,Stanislaus,"Hudelson Nut Company, Inc.",10665 E Whitmore Ave,Hughson,CA,95326,almond,shelling,almond,37.59484315,-120.7983547,0.0,0.0,PROC
612,POINT (-120.8359279 37.59460424),99,Stanislaus,California Grown Nut Company,8618 E Whitmore Ave,Hughson,CA,95326,almond,shelling,almond,37.59460424,-120.8359279,0.0,0.0,PROC
613,POINT (-120.8751957 37.55128943),637,Stanislaus,Alpine Pacific Nut Co,6413 E Keyes Rd,Hughson,CA,95326,walnut,shelling,walnut,37.55128943,-120.8751957,0.0,0.0,PROC
614,POINT (-120.8066958 37.60404176),10,Stanislaus,"Hughson Nut, Inc.",11173 Mercedes Ave,Livingston,CA,95334,almond,shelling,almond,37.60404176,-120.8066958,0.0,0.0,PROC
615,POINT (-120.990531 37.62422354),57,Stanislaus,Wholesome Nut Company,240 Bunker Avenue,Modesto,CA,95351,almond,shelling,almond,37.62422354,-120.990531,0.0,0.0,PROC
616,POINT (-121.0316733 37.65214013),495,Stanislaus,Ziadeh Meat Market,1219 N Carpenter Rd, Modesto,CA,95351,redmeat,processor,meat,37.65214013,-121.0316733,0.0,0.0,PROC
617,POINT (-120.990531 37.62422354),617,Stanislaus,Wholesome Nut Company Inc,240 Bunker Avenue, Modesto,CA,95351,walnut,shelling,walnut,37.62422354,-120.990531,0.0,0.0,PROC
619,POINT (-120.9433998 37.63310878),87,Stanislaus,"California Gold Almonds, LLC",518 El Roya Ave.,Modesto,CA,95354,almond,shelling,almond,37.63310878,-120.9433998,0.0,0.0,PROC
